"Parasite","Host","DetectionMethod","DetectionQuality","ReferenceText","HostOrder","HostFamily","HostGenus","HostSpecies","ParasiteOrder","ParasiteFamily","ParasiteSubfamily","ParasiteGenus","SSorDS","DNAorRNA","Envelope","Segmented","CytoReplic","GenomeAveLength","ReverseZoonosis","IsZoonotic_HP3","IsZoonotic_Strict_HP3","PublicationYear","ParasiteType","Database","Host_AsReported","Parasite_AsReported","Parasite_og","PathogenName_Harmonised","PathogenName_Harm2","PathogenType"
"bovine herpesvirus 1","capra ibex","Antibodies",0,"Thiry et al. 1988","CETARTIODACTYLA","BOVIDAE","Capra","ibex","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,140000,0,0,0,1988,"virus","HP3","","","bovine herpesvirus 1","bovine herpesvirus 1","bovine herpesvirus 1","virus"
"cervid herpesvirus 1","capra ibex","Antibodies",0,"Thiry et al. 1988","CETARTIODACTYLA","BOVIDAE","Capra","ibex","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,125000,0,0,0,1988,"virus","HP3","","","cervid herpesvirus 1","cervid herpesvirus 1","cervid herpesvirus 1","virus"
"goat adenovirus","capra ibex","Isolation",2,"Olson et al. 2004","CETARTIODACTYLA","BOVIDAE","Capra","ibex","Unassigned","Adenoviridae",NA,"Mastadenovirus","DS","DNA","non-enveloped",FALSE,FALSE,29576,0,0,0,2004,"virus","HP3","","","goat adenovirus","goat adenovirus","goat adenovirus","virus"
"bluetongue","capra pyrenaica","ELISA",0,"Lorca-Oro et al. 2011","CETARTIODACTYLA","BOVIDAE","Capra","pyrenaica","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,2011,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
"bluetongue","capreolus capreolus","Antibodies",0,"Ruiz-Fons et al. 2008","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,2008,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
"bovine herpesvirus 1","capreolus capreolus","PCR",2,"Kalman & Egyed 2005","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,140000,0,0,0,2005,"virus","HP3","","","bovine herpesvirus 1","bovine herpesvirus 1","bovine herpesvirus 1","virus"
"bovine herpesvirus 2","capreolus capreolus","PCR",2,"Kalman & Egyed 2005","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Simplexvirus","DS","DNA","enveloped",FALSE,FALSE,133000,0,0,0,2005,"virus","HP3","","","bovine herpesvirus 2","bovine herpesvirus 2","bovine herpesvirus 2","virus"
"bovine herpesvirus 4","capreolus capreolus","PCR",2,"Kalman & Egyed 2005","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Herpesvirales","Herpesviridae","Gammaherpesvirinae","Rhadinovirus","DS","DNA","enveloped",FALSE,FALSE,145000,0,0,0,2005,"virus","HP3","","","bovine herpesvirus 4","bovine herpesvirus 4","bovine herpesvirus 4","virus"
"bovine viral diarrhea virus 1","capreolus capreolus","Isolation",2,"Becher et al. 1999","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Unassigned","Flaviviridae",NA,"Pestivirus","SS","RNA","enveloped",FALSE,TRUE,12573,0,0,0,1999,"virus","HP3","","","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus"
"caprine herpesvirus 1","capreolus capreolus","Antibodies",0,"Frolich et al. 2006","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,125000,0,0,0,2006,"virus","HP3","","","caprine herpesvirus 1","caprine herpesvirus 1","caprine herpesvirus 1","virus"
"cervid herpesvirus 1","capreolus capreolus","Antibodies",0,"Thiry et al. 1988","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,125000,0,0,0,1988,"virus","HP3","","","cervid herpesvirus 1","cervid herpesvirus 1","cervid herpesvirus 1","virus"
"foot-and-mouth disease","capreolus capreolus","Antibodies",0,"Weaver et al. 2013","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Picornavirales","Picornaviridae",NA,"Aphthovirus","SS","RNA","non-enveloped",FALSE,TRUE,8159,0,1,1,2013,"virus","HP3","","","foot-and-mouth disease virus","foot-and-mouth disease","foot-and-mouth disease virus","virus"
"ovine herpesvirus 2","capreolus capreolus","PCR",2,"Vikoren et al. 2006","CETARTIODACTYLA","CERVIDAE","Capreolus","capreolus","Herpesvirales","Herpesviridae","Gammaherpesvirinae","Rhadinovirus","DS","DNA","enveloped",FALSE,FALSE,135135,0,0,0,2006,"virus","HP3","","","ovine herpesvirus 2","ovine herpesvirus 2","ovine herpesvirus 2","virus"
"bovine viral diarrhea virus 1","capricornis crispus","PCR",2,"Harasawa et al. 2006","CETARTIODACTYLA","BOVIDAE","Capricornis","crispus","Unassigned","Flaviviridae",NA,"Pestivirus","SS","RNA","enveloped",FALSE,TRUE,12573,0,0,0,2006,"virus","HP3","","","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus"
"feline calicivirus","caracal caracal","Antibodies",0,"Thalwitzer et al. 2010","CARNIVORA","FELIDAE","Caracal","caracal","Unassigned","Caliciviridae",NA,"Vesivirus","SS","RNA","non-enveloped",FALSE,TRUE,7683,0,0,0,2010,"virus","HP3","","","feline calicivirus","feline calicivirus","feline calicivirus","virus"
"feline coronavirus","caracal caracal","Antibodies",0,"Thalwitzer et al. 2010","CARNIVORA","FELIDAE","Caracal","caracal","Nidovirales","Coronaviridae",NA,"Coronavirus","SS","RNA","enveloped",FALSE,TRUE,30000,0,0,0,2010,"virus","HP3","","","feline coronavirus","feline coronavirus","feline coronavirus","virus"
"puma lentivirus","caracal caracal","Antibodies",0,"Thalwitzer et al. 2010","CARNIVORA","FELIDAE","Caracal","caracal","Unassigned","Retroviridae","Orthoretrovirinae","Lentivirus","SS","RNA","enveloped",FALSE,FALSE,9750,0,0,0,2010,"virus","HP3","","","puma lentivirus","puma lentivirus","puma lentivirus","virus"
"dengue","carollia brevicauda","PCR",2,"Aguilar-Setien et al. 2008","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","brevicauda","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10692,0,1,1,2008,"virus","HP3","","","dengue virus","dengue","dengue virus","virus"
"rio bravo","carollia brevicauda","Antibodies",0,"Ubico & McClean 1995","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","brevicauda","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10140,0,1,0,1995,"virus","HP3","","","rio bravo virus","rio bravo","rio bravo virus","virus"
"venezuelan equine encephalitis","carollia brevicauda","Antibodies",0,"Ubico & McClean 1995","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","brevicauda","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1995,"virus","HP3","","","venezuelan equine encephalitis virus","venezuelan equine encephalitis","venezuelan equine encephalitis virus","virus"
"bimiti","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12102,0,0,0,1978,"virus","HP3","","","bimiti virus","bimiti","bimiti virus","virus"
"catu","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12024,0,1,1,1978,"virus","HP3","","","catu virus","catu","catu virus","virus"
"dengue","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10692,0,1,1,1978,"virus","HP3","","","dengue virus","dengue","dengue virus","virus"
"eastern equine encephalitis","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11675,0,1,0,1978,"virus","HP3","","","eastern equine encephalitis virus","eastern equine encephalitis","eastern equine encephalitis virus","virus"
"ilheus","carollia perspicillata","Antibodies",0,"Price et al. 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10755,0,1,0,1978,"virus","HP3","","","ilheus virus","ilheus","ilheus virus","virus"
"marituba","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12029.5,0,1,1,1978,"virus","HP3","","","marituba virus","marituba","marituba virus","virus"
"mucambo","carollia perspicillata","Antibodies",0,"Geevarghese & Banerjee 1990","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11500,0,0,0,1990,"virus","HP3","","","mucambo virus","mucambo","mucambo virus","virus"
"rabies","carollia perspicillata","Isolation",2,"Tomaz et al. 2007","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Mononegavirales","Rhabdoviridae",NA,"Lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2007,"virus","HP3","","","rabies virus","rabies","rabies virus","virus"
"rio bravo","carollia perspicillata","Antibodies",0,"Ubico and McClean 1995","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10140,0,1,0,1995,"virus","HP3","","","rio bravo virus","rio bravo","rio bravo virus","virus"
"st. louis encephalitis","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10940,0,1,1,1978,"virus","HP3","","","st. louis encephalitis virus","st. louis encephalitis","st. louis encephalitis virus","virus"
"tamana bat","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10428,0,0,0,1978,"virus","HP3","","","tamana bat virus","tamana bat","tamana bat virus","virus"
"venezuelan equine encephalitis","carollia perspicillata","Isolation",2,"Calisher et al. 1982","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1982,"virus","HP3","","","venezuelan equine encephalitis virus","venezuelan equine encephalitis","venezuelan equine encephalitis virus","virus"
"vesicular stomatitis indiana","carollia perspicillata","plaque reduction neutralization",1,"Tesh et al. 1969","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Mononegavirales","Rhabdoviridae",NA,"Vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11161,0,1,0,1969,"virus","HP3","","","vesicular stomatitis indiana virus","vesicular stomatitis indiana","vesicular stomatitis indiana virus","virus"
"vesicular stomatitis new jersey","carollia perspicillata","Antibodies",0,"Tesh et al. 1969","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Mononegavirales","Rhabdoviridae",NA,"Vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11123,0,1,0,1969,"virus","HP3","","","vesicular stomatitis new jersey virus","vesicular stomatitis new jersey","vesicular stomatitis new jersey virus","virus"
"yellow fever","carollia perspicillata","Antibodies",0,"Price 1978","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","perspicillata","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10862,0,1,1,1978,"virus","HP3","","","yellow fever virus","yellow fever","yellow fever virus","virus"
"venezuelan equine encephalitis","carollia subrufa","Antibodies",0,"Ubico and McClean 1995","CHIROPTERA","PHYLLOSTOMIDAE","Carollia","subrufa","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1995,"virus","HP3","","","venezuelan equine encephalitis virus","venezuelan equine encephalitis","venezuelan equine encephalitis virus","virus"
"cowpox","castor fiber","PCR",2,"Hentschke et al. 1999","RODENTIA","CASTORIDAE","Castor","fiber","Unassigned","Poxviridae","Chordopoxvirinae","Orthopoxvirus","DS","DNA","enveloped",FALSE,TRUE,223025.5,0,1,1,1999,"virus","HP3","","","cowpox virus","cowpox","cowpox virus","virus"
"caviid herpesvirus 1","cavia porcellus","Isolation",2,"Hsiun & Kaplow 1969; Roizman & Baines 1991","RODENTIA","CAVIIDAE","Cavia","porcellus","Herpesvirales","Herpesviridae",NA,"Ictalurivirus","DS","DNA","enveloped",FALSE,FALSE,134000,0,0,0,1969,"virus","HP3","","","caviid herpesvirus 1","caviid herpesvirus 1","caviid herpesvirus 1","virus"
"caviid herpesvirus 2","cavia porcellus","Isolation",2,"Griffith & Hsiungection 1980","RODENTIA","CAVIIDAE","Cavia","porcellus","Herpesvirales","Herpesviridae","Betaherpesvirinae","Unassigned","DS","DNA","enveloped",FALSE,FALSE,232678,0,0,0,1980,"virus","HP3","","","caviid herpesvirus 2","caviid herpesvirus 2","caviid herpesvirus 2","virus"
"caviid herpesvirus 3","cavia porcellus","Isolation",2,"Bia et al. 1980","RODENTIA","CAVIIDAE","Cavia","porcellus","Herpesvirales","Herpesviridae",NA,"Ictalurivirus","DS","DNA","enveloped",FALSE,FALSE,134000,0,0,0,1980,"virus","HP3","","","caviid herpesvirus 3","caviid herpesvirus 3","caviid herpesvirus 3","virus"
"equid herpesvirus 1","cavia porcellus","PCR",2,"Wohlsein et al. 2011","RODENTIA","CAVIIDAE","Cavia","porcellus","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,142000,0,0,0,2011,"virus","HP3","","","equid herpesvirus 1","equid herpesvirus 1","equid herpesvirus 1","virus"
"guinea pig adenovirus","cavia porcellus","PCR",2,"Pring-Akerblom et al. 1997","RODENTIA","CAVIIDAE","Cavia","porcellus","Unassigned","Adenoviridae",NA,"Mastadenovirus","DS","DNA","non-enveloped",FALSE,FALSE,35500,0,0,0,1997,"virus","HP3","","","guinea pig adenovirus","guinea pig adenovirus","guinea pig adenovirus","virus"
"guinea pig type-c oncovirus","cavia porcellus","Isolation",2,"Hsiung 1972","RODENTIA","CAVIIDAE","Cavia","porcellus","Unassigned","Retroviridae","Orthoretrovirinae","Gammaretrovirus","SS","RNA","enveloped",FALSE,FALSE,8300,0,0,0,1972,"virus","HP3","","","guinea pig type-c oncovirus","guinea pig type-c oncovirus","guinea pig type-c oncovirus","virus"
"murine pneumonia","cavia porcellus","Antibodies",0,"Hansen et al. 1997","RODENTIA","CAVIIDAE","Cavia","porcellus","Mononegavirales","Paramyxoviridae","Pneumovirinae","Pneumovirus","SS","RNA","enveloped",FALSE,TRUE,14885,0,1,0,1997,"virus","HP3","","","murine pneumonia virus","murine pneumonia","murine pneumonia virus","virus"
"sendai","cavia porcellus","Antibodies",0,"Hansen et al. 1997","RODENTIA","CAVIIDAE","Cavia","porcellus","Mononegavirales","Paramyxoviridae","Paramyxovirinae","Respirovirus","SS","RNA","enveloped",FALSE,TRUE,15384,0,0,0,1997,"virus","HP3","","","sendai virus","sendai","sendai virus","virus"
"simian virus 10","cavia porcellus","Antibodies",0,"Mahy 2009","RODENTIA","CAVIIDAE","Cavia","porcellus","Mononegavirales","Paramyxoviridae","Paramyxovirinae","Respirovirus","SS","RNA","enveloped",FALSE,TRUE,15000,0,1,0,2009,"virus","HP3","","","simian virus 10","simian virus 10","simian virus 10","virus"
"caraparu","cebus apella","Isolation",2,"de Brito Magalhaes et al. 2007","PRIMATES","CEBIDAE","Cebus","apella","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12375,0,1,1,2007,"virus","HP3","","","caraparu virus","caraparu","caraparu virus","virus"
"tacaiuma","cebus apella","Antibodies",0,"Nunes et al. 2006","PRIMATES","CEBIDAE","Cebus","apella","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12400,0,1,0,2006,"virus","HP3","","","tacaiuma virus","tacaiuma","tacaiuma virus","virus"
"torque teno","cebus apella","PCR",2,"Catroxo et al. 2008","PRIMATES","CEBIDAE","Cebus","apella","Unassigned","Anelloviridae",NA,"Anellovirus","SS","DNA","non-enveloped",FALSE,NA,3524,0,1,1,2008,"virus","HP3","","","torque teno virus","torque teno","torque teno virus","virus"
"vesicular stomatitis indiana","cebus capucinus","plaque reduction neutralization",1,"Tesh et al. 1969","PRIMATES","CEBIDAE","Cebus","capucinus","Mononegavirales","Rhabdoviridae",NA,"Vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11161,0,1,0,1969,"virus","HP3","","","vesicular stomatitis indiana virus","vesicular stomatitis indiana","vesicular stomatitis indiana virus","virus"
"zaire ebolavirus","cephalophus callipygus","PCR",2,"Lahm et al. 2007","CETARTIODACTYLA","BOVIDAE","Cephalophus","callipygus","Mononegavirales","Filoviridae",NA,"Ebolavirus","SS","RNA","enveloped",FALSE,TRUE,18959,0,1,1,2007,"virus","HP3","","","zaire ebolavirus","zaire ebolavirus","zaire ebolavirus","virus"
"bluetongue","cephalophus dorsalis","agar gel immunodiffusion",0,"Karesh et al. 1995","CETARTIODACTYLA","BOVIDAE","Cephalophus","dorsalis","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,1995,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
"bovine herpesvirus 1","cephalophus dorsalis","VNT",1,"Karesh et al. 1995","CETARTIODACTYLA","BOVIDAE","Cephalophus","dorsalis","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,140000,0,0,0,1995,"virus","HP3","","","bovine herpesvirus 1","bovine herpesvirus 1","bovine herpesvirus 1","virus"
"o'nyong-nyong","cephalophus dorsalis","plaque reduction neutralization",1,"Kading et al. 2012","CETARTIODACTYLA","BOVIDAE","Cephalophus","dorsalis","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11835,0,1,0,2012,"virus","HP3","","","o'nyong-nyong virus","o'nyong-nyong","o'nyong-nyong virus","virus"
"bluetongue","cephalophus leucogaster","agar gel immunodiffusion",0,"Karesh et al. 1995","CETARTIODACTYLA","BOVIDAE","Cephalophus","leucogaster","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,1995,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
"bovine herpesvirus 1","cephalophus leucogaster","VNT",1,"Karesh et al. 1995","CETARTIODACTYLA","BOVIDAE","Cephalophus","leucogaster","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,140000,0,0,0,1995,"virus","HP3","","","bovine herpesvirus 1","bovine herpesvirus 1","bovine herpesvirus 1","virus"
"o'nyong-nyong","cephalophus leucogaster","plaque reduction neutralization",1,"Kading et al. 2012","CETARTIODACTYLA","BOVIDAE","Cephalophus","leucogaster","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11835,0,1,0,2012,"virus","HP3","","","o'nyong-nyong virus","o'nyong-nyong","o'nyong-nyong virus","virus"
"bluetongue","cephalophus nigrifrons","agar gel immunodiffusion",0,"Karesh et al. 1995","CETARTIODACTYLA","BOVIDAE","Cephalophus","nigrifrons","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,1995,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
"bovine herpesvirus 1","cephalophus nigrifrons","VNT",1,"Karesh et al. 1995","CETARTIODACTYLA","BOVIDAE","Cephalophus","nigrifrons","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,140000,0,0,0,1995,"virus","HP3","","","bovine herpesvirus 1","bovine herpesvirus 1","bovine herpesvirus 1","virus"
"bluetongue","cephalophus weynsi","agar gel immunodiffusion",0,"Karesh et al. 1995","CETARTIODACTYLA","BOVIDAE","Cephalophus","weynsi","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,1995,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
