"Parasite","Host","ReferenceText","pmid","doi","title_pubMed"
"theileria annae","vulpes vulpes","Gimenez et al. 2009","19297099","10.1016/j.vetpar.2009.02.021","A molecular survey of Piroplasmida and Hepatozoon isolated from domestic and wild animals in Burgos (northern Spain)."
"thelazia callipaeda","vulpes vulpes","Otranto et al. 2009","19782474","10.1016/j.vetpar.2009.08.027","Thelazia callipaeda (Spirurida, Thelaziidae) in wild animals: report of new host species and ecological implications."
"toxascaris leonina","vulpes vulpes","Antolova et al. 2004","15567594","10.1016/j.vetpar.2004.08.005","Circulation of Toxocara spp. in suburban and rural ecosystems in the Slovak Republic."
"toxascaris leonina","vulpes vulpes","Balestrieri et al. 2006",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Criado-Fornelio et al. 2000",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Erickson 1944",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Gicik et al. 2009",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Gortazar et al. 1998a",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Hackett and Walters 1980",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Jankovska et al. 2010","19578999","10.1007/s00244-009-9355-2","Influence of parasitism on trace element contents in tissues of red fox (Vulpes vulpes) and its parasites Mesocestoides spp. (Cestoda) and Toxascaris leonina (Nematoda)."
"toxascaris leonina","vulpes vulpes","Lassnig et al. 1998",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Magi et al. 2009b","19617506","10.7589/0090-3558-45.3.881","Endoparasites of red fox (Vulpes vulpes) in central Italy."
"toxascaris leonina","vulpes vulpes","Martinez-Carrasco et al. 2007",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Miterpakova et al. 2009",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Papadopoulos et al. 1997","9705680","10.1017/S0022149X00015960","Helminths of foxes and other wild carnivores from rural areas in Greece."
"toxascaris leonina","vulpes vulpes","Petavy et al. 1990","2344133","10.1051/parasite/1990651022","[Epidemiology of alveolar echinococcosis in France. 1. Intestinal helminths in the red fox (Vulpes vulpes L.) from Haute-Savoie]."
"toxascaris leonina","vulpes vulpes","Reperant et al. 2007","17393184","10.1007/s00436-007-0520-0","Influence of urbanization on the epidemiology of intestinal helminths of the red fox (Vulpes vulpes) in Geneva, Switzerland."
"toxascaris leonina","vulpes vulpes","Richards et al. 1995",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Rodriguez and Carbonell 1998",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Saeed et al. 2006","16580775","10.1016/j.vetpar.2006.02.015","Helminths of red foxes (Vulpes vulpes) in Denmark."
"toxascaris leonina","vulpes vulpes","Shimalov and Shimalov 2003b","12474048","10.1007/s00436-002-0701-9","Helminth fauna of the red fox (Vulpes vulpes Linnaeus, 1758) in southern Belarus."
"toxascaris leonina","vulpes vulpes","Smith 1943",NA,NA,NA
"toxascaris leonina","vulpes vulpes","Smith et al. 2003","14651882","10.1016/j.vetpar.2003.09.017","Prevalence of zoonotic important parasites in the red fox (Vulpes vulpes) in Great Britain."
"toxascaris sp.","vulpes vulpes","Calderini et al. 2009","19941652","10.1186/1746-6148-5-44","Investigation on the occurrence of Echinococcus multilocularis in Central Italy."
"toxocara canis","vulpes vulpes","Al-Sabi et al. 2010","20372926","10.1007/s00436-010-1847-5","PCR detection of Angiostrongylus vasorum in faecal samples of dogs and foxes."
"toxocara canis","vulpes vulpes","Antolova et al. 2004","15567594","10.1016/j.vetpar.2004.08.005","Circulation of Toxocara spp. in suburban and rural ecosystems in the Slovak Republic."
"toxocara canis","vulpes vulpes","Balestrieri et al. 2006",NA,NA,NA
"toxocara canis","vulpes vulpes","Brochier et al. 2007","17324480","10.1016/j.prevetmed.2007.01.004","Echinococcus multilocularis and Toxocara canis in urban red foxes (Vulpes vulpes) in Brussels, Belgium."
"toxocara canis","vulpes vulpes","Conti 1984",NA,NA,NA
"toxocara canis","vulpes vulpes","Criado-Fornelio et al. 2000",NA,NA,NA
"toxocara canis","vulpes vulpes","Di Cerbo et al. 2008a",NA,NA,NA
"toxocara canis","vulpes vulpes","Di Cerbo et al. 2008b",NA,NA,NA
"toxocara canis","vulpes vulpes","Erickson 1944",NA,NA,NA
"toxocara canis","vulpes vulpes","Gicik et al. 2009",NA,NA,NA
"toxocara canis","vulpes vulpes","Gortazar et al. 1998a",NA,NA,NA
"toxocara canis","vulpes vulpes","Hackett and Walters 1980",NA,NA,NA
"toxocara canis","vulpes vulpes","Lassnig et al. 1998",NA,NA,NA
"toxocara canis","vulpes vulpes","Magi et al. 2009b","19617506","10.7589/0090-3558-45.3.881","Endoparasites of red fox (Vulpes vulpes) in central Italy."
"toxocara canis","vulpes vulpes","Martinez-Carrasco et al. 2007",NA,NA,NA
"toxocara canis","vulpes vulpes","Meshgi et al. 2009",NA,NA,NA
"toxocara canis","vulpes vulpes","Miterpakova et al. 2009",NA,NA,NA
"toxocara canis","vulpes vulpes","Papadopoulos et al. 1997","9705680","10.1017/S0022149X00015960","Helminths of foxes and other wild carnivores from rural areas in Greece."
"toxocara canis","vulpes vulpes","Petavy et al. 1990","2344133","10.1051/parasite/1990651022","[Epidemiology of alveolar echinococcosis in France. 1. Intestinal helminths in the red fox (Vulpes vulpes L.) from Haute-Savoie]."
"toxocara canis","vulpes vulpes","Pietsch et al. 2002","11838221","10.7589/0090-3558-38.1.219","Aberrant Toxocara canis in a red fox."
"toxocara canis","vulpes vulpes","Radwan et al. 2009",NA,NA,NA
"toxocara canis","vulpes vulpes","Rajkovic-Janje et al. 2002",NA,NA,NA
"toxocara canis","vulpes vulpes","Reperant et al. 2007","17393184","10.1007/s00436-007-0520-0","Influence of urbanization on the epidemiology of intestinal helminths of the red fox (Vulpes vulpes) in Geneva, Switzerland."
"toxocara canis","vulpes vulpes","Richards et al. 1995",NA,NA,NA
"toxocara canis","vulpes vulpes","Roddie et al. 2008","18577302","10.1017/S0022149X08996954","Contamination of fox hair with eggs of Toxocara canis."
"toxocara canis","vulpes vulpes","Rodriguez and Carbonell 1998",NA,NA,NA
"toxocara canis","vulpes vulpes","Saeed and Kapel 2006","17304794","10.1645/GE-720R.1","Population dynamics and epidemiology of Toxocara canis in Danish red foxes."
"toxocara canis","vulpes vulpes","Saeed et al. 2006","16580775","10.1016/j.vetpar.2006.02.015","Helminths of red foxes (Vulpes vulpes) in Denmark."
"toxocara canis","vulpes vulpes","Sato et al. 1999a","10535507","10.1292/jvms.61.1023","Parasitological survey on wild carnivora in north-western Tohoku, Japan."
"toxocara canis","vulpes vulpes","Sato et al. 1999b","10651058","10.1292/jvms.61.1339","Helminth fauna of carnivores distributed in north-western Tohoku, Japan, with special reference to Mesocestoides paucitesticulus and Brachylaima tokudai."
"toxocara canis","vulpes vulpes","Shimalov and Shimalov 2003b","12474048","10.1007/s00436-002-0701-9","Helminth fauna of the red fox (Vulpes vulpes Linnaeus, 1758) in southern Belarus."
"toxocara canis","vulpes vulpes","Smith 1943",NA,NA,NA
"toxocara canis","vulpes vulpes","Smith et al. 2003","14651882","10.1016/j.vetpar.2003.09.017","Prevalence of zoonotic important parasites in the red fox (Vulpes vulpes) in Great Britain."
"toxocara canis","vulpes vulpes","Vervaeke et al. 2005",NA,NA,NA
"toxocara canis","vulpes vulpes","Willingham et al. 1996","8960222","10.1017/S0022149X00015509","A helminthological survey of wild red foxes (Vulpes vulpes) from the metropolitan area of Copenhagen."
"toxocara canis","vulpes vulpes","Wolfe et al. 2001a","11808662","10.1136/vr.149.25.759","Red foxes (Vulpes vulpes) in Ireland as hosts for parasites of potential zoonotic and veterinary significance."
"toxocara cati","vulpes vulpes","Martinez-Carrasco et al. 2007",NA,NA,NA
"toxocara cati","vulpes vulpes","Rodriguez and Carbonell 1998",NA,NA,NA
"toxocara cati","vulpes vulpes","Shimalov and Shimalov 2003b","12474048","10.1007/s00436-002-0701-9","Helminth fauna of the red fox (Vulpes vulpes Linnaeus, 1758) in southern Belarus."
"toxocara sp.","vulpes vulpes","Calderini et al. 2009","19941652","10.1186/1746-6148-5-44","Investigation on the occurrence of Echinococcus multilocularis in Central Italy."
"toxocara sp.","vulpes vulpes","Lahmar et al. 2009","19508750","10.1179/136485909X440836","Echinococcus in the wild carnivores and stray dogs of northern Tunisia: the results of a pilot survey."
"toxocara sp.","vulpes vulpes","Machnicka et al. 2003","14530971","10.1007/s00436-003-0994-3","Detection of Echinococcus multilocularis antigens in faeces by ELISA."
"toxocara sp.","vulpes vulpes","Shimalov and Shimalov 2003b","12474048","10.1007/s00436-002-0701-9","Helminth fauna of the red fox (Vulpes vulpes Linnaeus, 1758) in southern Belarus."
"toxocara sp.","vulpes vulpes","Stieger et al. 2002","12118719","10.1017/S0031182002001749","Spatial and temporal aspects of urban transmission of Echinococcus multilocularis."
"toxocara sp.","vulpes vulpes","Willingham et al. 1996","8960222","10.1017/S0022149X00015509","A helminthological survey of wild red foxes (Vulpes vulpes) from the metropolitan area of Copenhagen."
"toxoplasma gondii","vulpes vulpes","Akerstedt et al. 2010","20688639","10.7589/0090-3558-46.2.474","Serosurvey for canine distemper virus, canine adenovirus, Leptospira interrogans, and Toxoplasma gondii in free-ranging canids in Scandinavia and Svalbard."
"toxoplasma gondii","vulpes vulpes","Dubey et al. 1990","2338735","10.7589/0090-3558-26.2.286","Acute disseminated toxoplasmosis in a red fox (Vulpes vulpes)."
"toxoplasma gondii","vulpes vulpes","Dubey et al 1999a","10219302","10.2307/3285626","Toxoplasma gondii antibodies in naturally exposed wild coyotes, red foxes, and gray foxes and serologic diagnosis of Toxoplasmosis in red foxes fed T. gondii oocysts and tissue cysts."
"toxoplasma gondii","vulpes vulpes","Dubey et al. 2004a","15040668","10.1645/GE-110R","Molecular and biologic characteristics of Toxoplasma gondii isolates from wildlife in the United States."
"toxoplasma gondii","vulpes vulpes","Hamilton et al. 2005","15893084","10.1016/j.vetpar.2005.03.020","Prevalence of antibodies to Toxoplasmagondii and Neosporacaninum in red foxes (Vulpesvulpes) from around the UK."
"toxoplasma gondii","vulpes vulpes","Hurkova and Modry 2006","16472923","10.1016/j.vetpar.2006.01.005","PCR detection of Neospora caninum, Toxoplasma gondii and Encephalitozoon cuniculi in brains of wild carnivores."
"toxoplasma gondii","vulpes vulpes","Jakubek et al. 2001",NA,NA,NA
"toxoplasma gondii","vulpes vulpes","Jakubek et al. 2007","17045742","10.1016/j.vetpar.2006.09.011","Prevalence of antibodies against Toxoplasma gondii and Neospora caninum in Hungarian red foxes (Vulpes vulpes)."
"toxoplasma gondii","vulpes vulpes","Little et al 1998a","9706573","10.7589/0090-3558-34.3.620","Diseases diagnosed in red foxes from the southeastern United States."
"toxoplasma gondii","vulpes vulpes","Millan et al. 2009c","18555712","10.1016/j.tvjl.2008.04.005","Disease threats to the endangered Iberian lynx (Lynx pardinus)."
"toxoplasma gondii","vulpes vulpes","Miller et al. 2008b","18452923","10.1016/j.ijpara.2008.02.005","Type X Toxoplasma gondii in a wild mussel and terrestrial carnivores from coastal California: new linkages between terrestrial mammals, runoff and toxoplasmosis of sea otters."
"toxoplasma gondii","vulpes vulpes","Murphy et al. 2007","17368946","10.1016/j.vetpar.2007.02.017","Study on the prevalence of Toxoplasma gondii and Neospora caninum and molecular evidence of Encephalitozoon cuniculi and Encephalitozoon (Septata) intestinalis infections in red foxes (Vulpes vulpes) in rural Ireland."
"toxoplasma gondii","vulpes vulpes","Quinn et al. 1976","16502687","10.7589/0090-3558-12.4.504","Toxoplasmosis: a serological survey in Ontario wildlife."
"toxoplasma gondii","vulpes vulpes","Smith and Frenkel 1995","7563419","10.7589/0090-3558-31.1.15","Prevalence of antibodies to Toxoplasma gondii in wild mammals of Missouri and east central Kansas: biologic and ecologic considerations of transmission."
"toxoplasma gondii","vulpes vulpes","Sobrino et al. 2007","17689869","10.1016/j.vetpar.2007.06.038","Seroprevalence of Toxoplasma gondii antibodies in wild carnivores from Spain."
"toxoplasma gondii","vulpes vulpes","Stieve et al. 2010","20688628","10.7589/0090-3558-46.2.348","Neospora caninum and Toxoplasma gondii antibody prevalence in Alaska wildlife."
"toxoplasma gondii","vulpes vulpes","Wanha et al. 2005","15740855","10.1016/j.vetpar.2004.11.027","Prevalence of antibodies against Neospora caninum and Toxoplasma gondii in dogs and foxes in Austria."
"toxoplasma gondii","vulpes vulpes","Wolfe et al. 2001a","11808662","10.1136/vr.149.25.759","Red foxes (Vulpes vulpes) in Ireland as hosts for parasites of potential zoonotic and veterinary significance."
"trichinella britovi","vulpes vulpes","Balestrieri et al. 2006",NA,NA,NA
"trichinella britovi","vulpes vulpes","Davidson et al. 2006a","16378689","10.1016/j.vetpar.2005.11.015","Prevalence of Trichinella larvae and extra-intestinal nematodes in Norwegian red foxes (Vulpes vulpes)."
"trichinella britovi","vulpes vulpes","Hurnikova et al. 2007",NA,NA,NA
"trichinella britovi","vulpes vulpes","Perez-Martin et al 2000","10941739","10.7589/0090-3558-36.3.531","Sylvatic trichinellosis in southwestern Spain."
"trichinella britovi","vulpes vulpes","Pozio et al. 2004","15482889","10.1016/j.vetpar.2004.07.020","Trichinella pseudospiralis foci in Sweden."
"trichinella britovi","vulpes vulpes","Remonti et al. 2005","16151732","10.1007/s00436-005-1481-9","Red fox (Vulpes vulpes) cannibalistic behaviour and the prevalence of Trichinella britovi in NW Italian Alps."
"trichinella britovi","vulpes vulpes","Sreter et al. 2003c",NA,NA,NA
"trichinella britovi","vulpes vulpes","Szell et al. 2008","18657367","10.1016/j.vetpar.2008.06.014","Spatial distribution of Trichinella britovi, T. pseudospiralis and T. spiralis in red foxes (Vulpes vulpes) in Hungary."
"trichinella nativa","vulpes vulpes","Davidson et al. 2006a","16378689","10.1016/j.vetpar.2005.11.015","Prevalence of Trichinella larvae and extra-intestinal nematodes in Norwegian red foxes (Vulpes vulpes)."
"trichinella nativa","vulpes vulpes","Pozio et al. 2004","15482889","10.1016/j.vetpar.2004.07.020","Trichinella pseudospiralis foci in Sweden."
"trichinella nativa","vulpes vulpes","Yimam et al. 2001",NA,NA,NA
"trichinella pseudospiralis","vulpes vulpes","Szell et al. 2008","18657367","10.1016/j.vetpar.2008.06.014","Spatial distribution of Trichinella britovi, T. pseudospiralis and T. spiralis in red foxes (Vulpes vulpes) in Hungary."
"trichinella sp.","vulpes vulpes","Airas et al. 2010","19731970","10.1645/GE-2202.1","Sylvatic Trichinella spp. infection in Finland."
"trichinella sp.","vulpes vulpes","Davidson et al. 2006a","16378689","10.1016/j.vetpar.2005.11.015","Prevalence of Trichinella larvae and extra-intestinal nematodes in Norwegian red foxes (Vulpes vulpes)."
"trichinella sp.","vulpes vulpes","Davidson et al. 2009b","19380206","10.1016/j.vetpar.2009.03.020","Serological detection of anti-Trichinella antibodies in wild foxes and experimentally infected farmed foxes in Norway."
"trichinella sp.","vulpes vulpes","Di Cerbo et al. 2008b",NA,NA,NA
"trichinella sp.","vulpes vulpes","Enemark et al. 2000",NA,NA,NA
"trichinella sp.","vulpes vulpes","Gortazar et al. 1998a",NA,NA,NA
"trichinella sp.","vulpes vulpes","Kanai et al. 2007",NA,NA,NA
"trichinella sp.","vulpes vulpes","La Rosa et al. 1991",NA,NA,NA
"trichinella sp.","vulpes vulpes","Miterpakova et al. 2009",NA,NA,NA
"trichinella sp.","vulpes vulpes","Oivanen et al. 2002",NA,NA,NA
"trichinella sp.","vulpes vulpes","Pozio et al. 1998","9488368","10.2307/3284561","Distribution of sylvatic species of Trichinella in Estonia according to climate zones."
"trichinella sp.","vulpes vulpes","Pozio et al. 2004","15482889","10.1016/j.vetpar.2004.07.020","Trichinella pseudospiralis foci in Sweden."
"trichinella sp.","vulpes vulpes","Shimalov and Shimalov 2003b","12474048","10.1007/s00436-002-0701-9","Helminth fauna of the red fox (Vulpes vulpes Linnaeus, 1758) in southern Belarus."
"trichinella sp.","vulpes vulpes","Snyder et al. 1993","8501590","10.2307/3283568","Biochemical, biological, and genetic characterization of a sylvatic isolate of Trichinella."
"trichinella sp.","vulpes vulpes","Szell et al. 2008","18657367","10.1016/j.vetpar.2008.06.014","Spatial distribution of Trichinella britovi, T. pseudospiralis and T. spiralis in red foxes (Vulpes vulpes) in Hungary."
"trichinella sp.","vulpes vulpes","Van der Giessen et al. 2001","11484327","10.1051/parasite/200108s2103","Diagnosis and epidemiology of Trichinella infections in wildlife in The Netherlands."
"trichinella sp.","vulpes vulpes","Vercammen et al. 2002",NA,NA,NA
