Cargo,Cargo classification,Carrier,Carrier classification,Sequences count,Publications count,Sequences,Publications
taenia polyacantha,Helminth,vulpes lagopus,Mammal,8,1,189343597;189343599;189343601;189343603;189343701;189343703;189343705;189343707,19723357
taenia polyacantha,Helminth,vulpes vulpes,Mammal,5,0,189343591;189343593;189343595;189343697;189343699,
taenia regis,Helminth,panthera leo,Mammal,10,1,156622238;156622270;156622272;156622274;156622306;156622308;156622310;224985290;224985292;224985294,17600673
taenia saginata,Helminth,bos taurus,Domestic,4,82,7242824;18676388;18857866;20135915,556303;568099;569520;658280;906086;937802;996937;1576109;1626868;1803936;1803937;1822898;2085053;2151221;2260507;2362771;2419535;2592148;2594418;3083565;3177940;3256248;3759354;3962162;4559145;4738088;6372553;6486931;6493809;6522837;6528659;6798773;6800104;6862314;6891857;7079600;7090649;7251255;7344188;7434501;7540744;7660569;7724510;8472640;8541896;8745259;9610643;10404262;10571323;10580073;10961852;11812619;12055846;12387491;12665134;15460329;15510407;15510685;15742866;16870346;16973197;17265888;17351832;17423200;17466296;17674048;18371237;20542032;21130574;21272584;19568950;10766589;7244388;6856990;6684352;6479753;5157125;4119941;2331179;2024426;1223011;1025038
taenia saginata,Helminth,homo sapiens,Human,16,39,3402272;3402276;14575579;39837080;39837082;117580175;117580177;156622237;156622266;156622268;156622302;156622304;226237895;262233310;325149489;325149493,1516551;1822904;2133417;6372553;6721245;7251255;8762676;8834502;9610643;10571323;10618076;11223124;11605804;11812619;12055846;12387491;15275445;15460329;15882866;16438196;16806333;16870346;17166477;17265888;17351832;18371237;19247689;19290097;20585656;21425650;21130574;18501666;17674048;6622918;4434852;3611310;2085053;1576110;1576109
taenia serialis,Helminth,canis aureus,Mammal,9,0,156622235;156622252;156622254;156622256;156622258;156622286;156622288;156622290;156622292,
taenia serialis,Helminth,canis lupus,Mammal,5,1,158668174;283466453;283466491;283466718;313209067,10961852
taenia serialis,Helminth,canis lupus familiaris,Domestic,5,1,158668174;283466453;283466491;283466718;313209067,10961852
taenia serialis,Helminth,felis catus,Domestic,0,6,,24687286;22918847;21327991;10961852;7928552;3343187
taenia serialis,Helminth,homo sapiens,Human,2,1,89148167;89148169,7258483
taenia serialis,Helminth,oryctolagus cuniculus,Domestic,2,0,71494481;71494524,
taenia serialis,Helminth,theropithecus gelada,Mammal,2,0,540067724;540067723,
Taenia solium,Helminth,canis lupus familiaris,Domestic,0,26,,23965293;22855759;20188011;19366477;16438196;16380290;16376603;16338165;14640505;12615166;19238666;12498635;11734685;11235210;7829849;7846848;2518723;3557843;3784924;2867190;6542381;931147;319991;8977;1210434;5463735
taenia solium,Helminth,homo sapiens,Human,18,137,32965770;80971737;80971739;117307501;156622242;194500568;194500570;194500572;194500574;194500576;194500579;194500581;194500585;194500587;194500589;254072164;260162361;262233312,219530;413703;480076;756025;931147;1599056;1702989;2065460;2085053;2286508;2390007;2446571;2518723;2524665;2682481;2745719;3082229;3430662;3611310;3613952;6535232;6542396;7258483;7345522;7510033;7777908;7810821;7856043;7982748;8437052;8615446;9279990;9501363;9660447;9694373;9840607;9881383;10618076;10628701;10654408;10856502;10916288;10918564;10929145;11022665;11223124;11257329;11313643;11414448;11730787;11851955;11954917;12041610;12055846;12117500;12138821;12354530;12387491;12581440;12616599;12685628;12736985;12760649;12781376;12943707;15162945;15880221;15882866;15909758;16000432;16168934;16295711;16337431;16352459;16417712;16438196;16750535;16870346;16872751;16884633;16940837;17061203;17166477;17324397;17351832;17568882;17674048;18501666;18644469;19090648;19091992;19238666;19240009;19247689;19255697;19290097;19317343;19317923;19695154;19738997
taenia solium,Helminth,sus scrofa,Domestic,78,161,6693837;7242864;12802156;17529702;17529703;17529704;17529705;17529706;17529707;17529708;17529709;17529710;17529711;17529712;17529713;17529714;17529715;17529716;17529717;17529718;17529719;19879933;19879935;19879937;19879939;19879941;19879943;19879945;19879947;19879949;19879951;19879953;19879955;19879957;19879959;19879961;19879963;21726975;21726977;23477221;23477223;23477225;23894290;27901532;28856111;28856113;46988505;46988512;109942356;116270718;118201279;118511753;158934365;190607443;194500555;194500557;194500559;194500561;194500563;194500565;194500567;194500578;194500580;194500582;194500583;194500584;194500586;194500588;259479253;259479255;291461327;291461329;291461331;291461333;291461335;291461337;296492137;311335040,219530;397878;413703;1602589;1702989;1743857;1951862;2241308;2264692;2316180;2518723;2592148;3082229;3188159;3501874;3553514;3585645;3738285;3783352;7510033;7636157;7810821;7856043;8437052;8719956;8842116;9172426;9187030;9279990;9501363;9522870;9653992;9660447;9840607;9881383;9886197;10225916;10386436;10493116;10628701;10654408;10916288;10961852;10980291;11078942;11198643;11257329;11282172;11313643;11473386;11730787;11954917;12041570;12041608;12041610;12049455;12053982;12054698;12078275;12117500;12118722;12191898;12354530;12474478;12498635;12559710;12572027;12616599;12639489;12685628;12760631;12781371;12781372;12781373;12781374;12781375;12781376;12781377;12781378;12781381;12781382;12781383;12781384;12781387;12781388;12781395;12783308;12827507;12884591;12943707;12972277;14501993;14559165;14740922;15155240;15162945;15364430;15510407;15517026;15566958
taenia solium,Helminth,sus scrofa domesticus,Domestic,6,0,21726975;21726977;23894290;27901532;158934365;311335040,
taenia taeniaeformis,Helminth,apodemus sylvaticus,Rodent,4,0,189343609;189343611;189343713;189343715,
taenia taeniaeformis,Helminth,arvicola terrestris,Rodent,1,0,88766358,
taenia taeniaeformis,Helminth,canis lupus,Mammal,1,5,158668165,987625;4119941;10961852;12811058;15158554
taenia taeniaeformis,Helminth,canis lupus familiaris,Domestic,3,5,158668165;427191134;427191131,987625;4119941;10961852;12811058;15158554
taenia taeniaeformis,Helminth,falco tinnunculus,Aves,1,0,384365258,
taenia taeniaeformis,Helminth,felis catus,Domestic,16,26,7242862;156622243;158668176;158668177;158668178;158668179;158668180;158668181;158668182;158668183;158668184;158668185;194500057;194500059;238695849;238782494,987625;2634770;3169644;3518212;3767110;5761120;6053544;6068471;6351103;6538054;6653679;7229325;7447142;8297895;10701558;10961852;12811058;14710631;14737808;16228273;18199386;18539293;19205741;20031329;20381250;21327991
taenia taeniaeformis,Helminth,homo sapiens,Human,0,30,,24126089;23719370;23715226;23664711;23064859;22516746;22397763;21247427;21208511;20340085;20031329;19255697;17120995;16438200;14710631;11799411;10961852;9705679;9292306;9656361;7615742;8006391;8297895;2141926;2599555;2488993;3540818;3996527;6631622;7340588
taenia taeniaeformis,Helminth,microtus arvalis,Rodent,2,0,402768184;402768183,
taenia taeniaeformis,Helminth,mus musculus,Domestic,0,10,,803917;1548801;6641898;7731915;12913546;17120995;21208511;2228422;1010673;658984
taenia taeniaeformis,Helminth,procyon lotor,Mammal,1,0,34740272,
taenia taeniaeformis,Helminth,rattus norvegicus,Domestic,4,31,71040347;86211169;351653195;406856255,350951;670675;1616395;2311716;3489773;3518212;3996527;4030212;4119941;5092734;6226775;6832885;7345104;7345726;7373022;7492644;7567901;7731915;8195949;8528632;8960232;9292306;9308292;9656361;10894480;12811058;14653537;16842924;18539293;19194075;19255697
taenia taeniaeformis,Helminth,rattus rattus,Domestic,4,6,237930343;237930344;237930345;350543044,987094;9705679;11799411;19194075;21208511;21396047
taenia taeniaeformis,Helminth,vulpes vulpes,Mammal,4,0,325559800;325559802;325559856;325559858,
taenia twitchelli,Helminth,gulo gulo,Mammal,2,1,189343613;189343717,14436500
taeniella carcini,Others,hemigrapsus nudus,Arthropod,1,0,37911699,
tai forest ebolavirus,Virus,homo sapiens,Human,2,1,208436395;302315369,19386702
talaromyces eburneus,Fungi,homo sapiens,Human,1,0,406045715,
talaromyces indigoticus,Fungi,homo sapiens,Human,2,0,283138037;283138038,
tamdy virus,Virus,hyalomma asiaticum,Arthropod,3,0,576090241;576090239;576090237,
tamiami virus,Virus,sigmodon hispidus,Rodent,3,0,92428681;188531114;351735351,
tanaisia fedtschenkoi,Helminth,anas platyrhynchos,Domestic,2,0,31711633;37545135,
tannerella forsythia,Bacteria,homo sapiens,Human,82,37,285180249;285180253;285180255;285180257;285180259;285180261;285180263;285180265;285180267;285180269;285180271;285180273;285180275;285180277;285180279;285180281;285180282;285180284;285180288;285180289;285180290;285180291;285180292;285180293;285180294;285180295;285180296;285180298;285180300;285180301;285180302;285180304;285180306;285180308;285180310;285180311;285180313;285180317;285180319;285180321;285180323;285180325;285180327;285180329;285180331;285180333;285180337;285180338;285180340;285180342;285180344;285180346;285180348;285180350;285180352;285180353;285180369;285180371;285180373;285180377;285180379;285180381;285180383;285180398;285180400;285180402;285180404;285180406;285180408;285180410;285180412;285180414;285180416;285180418;285180433;285180435;285180440;285180442;285180446;285180448;304569478;375253814,7936721;8961558;9826345;10325363;10412854;10530257;10776924;10899863;11144404;11327077;11519695;11874886;11985513;12149943;12694437;12716334;14977934;15206912;15546422;15853975;16304448;16842503;17322207;17397309;17397314;17488439;17653931;17967853;18302614;19053922;19184295;19702957;20038241;20337892;20373538;20930341;21916371
taprobanella bicaudata,Helminth,dugong dugon,Mammal,2,0,31662292;31711591,
tatlockia micdadei,Bacteria,homo sapiens,Human,0,12,,2169462;2843104;2998281;6166529;6648375;7108568;7287191;9893432;11446394;11527809;15283188;19438641
tatumella ptyseos,Bacteria,ananas comosus,Higher Plants,3,0,215400498;215400499;215400500,
tatumella ptyseos,Bacteria,homo sapiens,Human,262,0,669011699;669011676;669011666;669011652;669011367;669011330;669011318;669011268;669011088;669011076;669010841;669010728;669010643;669010451;669010426;669010328;669010054;669010016;669009747;669009669;669009381;669009283;669009261;669009141;669009076;669009056;669008970;669008777;669008434;669008400;669008329;669008260;669008195;669007855;669007801;669007484;669007451;669007348;669006980;669006869;669006821;669006713;669006642;669006499;669006481;669006372;669006250;669006143;669006000;669005922;526233037;526233036;526233035;526233034;526233033;526233032;526233031;526233030;526233029;526233028;526233027;526233026;526233025;526233024;526233023;526233087;526233086;526233085;526233084;526233083;526233082;526233081;526233080;526233079;526233078;526233077;526233076;526233075;526233074;526233073;526233072;526233071;526233070;526233069;526233068;526233067;526233066;526233065;526233064;526233063;526233062;526233061;526233060;526233059;526233058;526233057;526233056;526233055;526233054;526233053,
tatumella ptyseos,Bacteria,vitis vinifera,Higher Plants,1,0,222543523,
taura syndrome virus,Virus,exopalaemon orientis,Arthropod,1,0,157929335,
taura syndrome virus,Virus,fenneropenaeus indicus,Arthropod,1,0,397530167,
taura syndrome virus,Virus,litopenaeus stylirostris,Arthropod,7,0,25992167;25992169;25992171;57021060;57021062;57021064;57021066,
taura syndrome virus,Virus,litopenaeus vannamei,Arthropod,238,21,12006327;14701764;14780876;25992165;38112405;51702887;57020678;57021058;58701013;58701015;58701023;60738633;60738635;60738637;60738639;60738641;66354268;66354272;66354274;66354276;66775617;68271206;157929333;170676202;283979150;297614967;297614969;297614971;297614973;297614975;297614977;297614979;297614981;297614983;297614985;297614987;297614989;297614991;297614993;297614995;297614997;297614999;297615001;297615003;297615005;297615007;297615009;297615011;297615013;297615015;297615017;297615019;297615021;297615023;297615025;297615027;297615029;297615031;297615033;297615035;297615037;297615039;297615041;297615043;297615045;297615047;297615049;297615051;297615053;297615055;297615057;297615059;297615061;297615063;297615065;297615067;297615069;297615071;297615073;297615075;297615077;297615079;297615081;297615083;297615085;297615087;297615089;297615091;297615093;297615095;297615097;297615099;297615101;297615103;297615105;297615107;297615109;297615111;297615113;297615115,15663846;21387988;21347841;20955731;20451618;19914291;19799596;19022295;18589994;17260828;17240754;16921995;16385801;16042046;16022902;15609877;15448359;15367610;15350740;12788286;12657535
taura syndrome virus,Virus,marsupenaeus japonicus,Arthropod,1,0,59797343,
taura syndrome virus,Virus,metapenaeus ensis,Arthropod,1,1,38112403,15448359
taura syndrome virus,Virus,panulirus ornatus,Arthropod,1,0,208431895,
taura syndrome virus,Virus,penaeus monodon,Arthropod,10,1,38112401;58042500;58701017;58701019;58701021;59797329;59797333;66354270;66354278;71725949,18406570
taylorella asinigenitalis,Bacteria,equus asinus,Domestic,2,3,11528325;11528326,11411723;19880865;20537742
taylorella asinigenitalis,Bacteria,equus caballus,Domestic,1,1,70780123,20537742
taylorella equigenitalis,Bacteria,equus asinus,Domestic,0,5,,16793226;14637043;11411723;10863594;4002608
taylorella equigenitalis,Bacteria,equus caballus,Domestic,10,29,11528323;11528324;70780124;70780125;70780126;70780127;70780128;224809708;317108213;319778189,443136;2172296;3704325;3923688;6540061;6860920;7046610;7129636;7339144;7699049;8540238;9265772;10863594;12452360;12499684;12708597;12739607;16502103;18085182;19381472;20889687;21191049;21278107;11583379;11432428;11352356;10335605;9770766;9172842
tegeticula antithetica,Arthropod,yucca brevifolia,Higher Plants,1,0,32172508,
tegeticula maculata,Arthropod,hesperoyucca whipplei,Higher Plants,20,0,1552481;1552484;6018046;6018048;6018050;6018052;6018054;6018056;6018058;6018060;6018062;6018064;6018066;6018068;6018070;6018072;6018074;6018076;6018078;6018080,
tegeticula yuccasella,Arthropod,yucca aloifolia,Higher Plants,2,0,40218422;40218488,
tegeticula yuccasella,Arthropod,yucca baccata,Higher Plants,1,0,1552428,
tegeticula yuccasella,Arthropod,yucca constricta,Higher Plants,4,0,40218416;40218426;40218430;40218432,
tegeticula yuccasella,Arthropod,yucca elata,Higher Plants,2,0,1552431;1552434,
tegeticula yuccasella,Arthropod,yucca filamentosa,Higher Plants,29,0,1552437;1552440;1552443;1552446;40218414;40218418;40218428;40218434;40218436;40218438;40218440;40218442;40218444;40218446;40218448;40218450;40218452;40218454;40218456;40218458;40218460;40218464;40218466;40218468;40218470;40218472;40218474;40218476;40218478,
tegeticula yuccasella,Arthropod,yucca glauca,Higher Plants,17,0,1552449;1552452;1552455;1552478;40218412;40218420;40218424;40218462;40218484;40218486;40218490;40218492;40218494;40218498;40218500;40218508;40218510,
tegeticula yuccasella,Arthropod,yucca intermedia,Higher Plants,2,0,1552458;1552461,
tegeticula yuccasella,Arthropod,yucca pallida,Higher Plants,2,0,40218496;40218502,
tegeticula yuccasella,Arthropod,yucca reverchonii,Higher Plants,3,0,40218482;40218504;40218506,
tegeticula yuccasella,Arthropod,yucca rupicola,Higher Plants,2,0,40218480;40218512,
tegeticula yuccasella,Arthropod,yucca schidigera,Higher Plants,2,0,1552463;1552466,
teladorsagia circumcincta,Helminth,capra hircus,Domestic,3,0,461180364;424950037;397701762,
teladorsagia circumcincta,Helminth,homo sapiens,Human,1,1,592877913,20591121
teladorsagia circumcincta,Helminth,ovis aries,Domestic,37,166,1236780;2196670;4586215;5019550;11494160;11494185;41350539;86156091;86156114;270119492;270119493;270119494;270119495;270119496;270119497;270119498;270119499;270119500;270119501;270119502;270119503;270119504;270119505;270119506;270119507;270119508;270119509;270119510;270119511;345523129;507147064;507147063;507147013;507147012;507147011;507147010;507147009,149411;335633;475679;504797;523815;547822;551369;625602;653117;704040;704042;748216;928983;1200936;1270640;1438151;1459776;1459794;1461688;1561766;1621349;1625904;1760444;1803927;2236917;2359881;2626260;2728321;2777466;2794148;3184266;3194594;3222542;3245107;3397214;3407111;3467666;3583546;3704343;3739204;3745877;3840965;3970427;4051913;4830978;5226955;5895780;6008430;6512030;6517775;6544394;6549472;6725108;6782539;6863614;6877282;6892181;7212415;7260567;7320253;7345390;7571335;7571339;7602570;7660570;7674453;7676605;8021102;8070950;8091609;8173555;8230397;8291174;8545937;8680956;8719953;8923146;8982786;8982795;9194840;9211649;9308398;9673866;9703616;9846618;9950347;10221632;10344538;10404276;10425246;10435797;10501616;10736672;10889359;11035235;11038310;11309133;11367880;11390078;11393831
