"Parasite","Host","DetectionMethod","DetectionQuality","Citation","HostOrder","HostFamily","HostGenus","HostSpecies","ParasiteOrder","ParasiteFamily","ParasiteSubfamily","ParasiteGenus","SSorDS","DNAorRNA","Envelope","Segmented","CytoReplic","GenomeAveLength","ReverseZoonosis","IsZoonotic_HP3","IsZoonotic_Strict_HP3","Year","YearType","ParasiteType","Database","PathogenName_Harmonised","PathogenType","HumanInfective_External","IsZoonotic","DiseaseAgent","Disease_GIDEON","Route_GIDEON","HumanInfective_Any"
"bluetongue","philantomba monticola","agar gel immunodiffusion",0,"Karesh et al. 1995","cetartiodactyla","bovidae","philantomba","monticola","unassigned","reoviridae","sedoreovirinae","orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,1995,"ScientificPublicationDate_Earliest","virus","HP3","bluetongue","virus",0,0,0,NA,NA,0
"o'nyong-nyong","philantomba monticola","plaque reduction neutralization",1,"Kading et al. 2012","cetartiodactyla","bovidae","philantomba","monticola","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11835,0,1,0,2012,"ScientificPublicationDate_Earliest","virus","HP3","o'nyong-nyong","virus",1,1,1,"o'nyong-nyong","vector",1
"australian bat lyssavirus","philetor brachypterus","Antibodies",0,"Arguin et al. 2002","chiroptera","vespertilionidae","philetor","brachypterus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11822,0,1,1,2002,"ScientificPublicationDate_Earliest","virus","HP3","australian bat lyssavirus","virus",1,1,1,"rabies","direct, bite",1
"influenza a","phoca vitulina","Antibodies",0,"Fujii et al. 2007","carnivora","phocidae","phoca","vitulina","unassigned","orthomyxoviridae",NA,"influenzavirus a","SS","RNA","enveloped",TRUE,TRUE,13444.6,0,1,1,2007,"ScientificPublicationDate_Earliest","virus","HP3","influenza a","virus",1,1,1,"influenza","respiratory, direct",1
"influenza b","phoca vitulina","Isolation",2,"Osterhaus et al. 2000","carnivora","phocidae","phoca","vitulina","unassigned","orthomyxoviridae",NA,"influenzavirus b","SS","RNA","enveloped",TRUE,TRUE,12570,0,1,1,2000,"ScientificPublicationDate_Earliest","virus","HP3","influenza b","virus",1,1,1,"influenza","respiratory, direct",1
"phocid herpesvirus 1","phoca vitulina","Isolation",2,"Osterhaus et al. 1985","carnivora","phocidae","phoca","vitulina","herpesvirales","herpesviridae","alphaherpesvirinae","varicellovirus","DS","DNA","enveloped",FALSE,FALSE,125000,0,0,0,1985,"ScientificPublicationDate_Earliest","virus","HP3","phocid herpesvirus 1","virus",0,0,0,NA,NA,0
"phocine distemper","phoca vitulina","Antibodies",0,"Duignan et al. 1995","carnivora","phocidae","phoca","vitulina","mononegavirales","paramyxoviridae","paramyxovirinae","morbillivirus","SS","RNA","enveloped",FALSE,TRUE,15696,0,0,0,1995,"ScientificPublicationDate_Earliest","virus","HP3","phocine distemper","virus",0,0,0,NA,NA,0
"sealpox","phoca vitulina","PCR",2,"Becher et al. 2002","carnivora","phocidae","phoca","vitulina","unassigned","poxviridae","chordopoxvirinae","parapoxvirus","DS","DNA","enveloped",FALSE,TRUE,140000,0,1,1,2002,"ScientificPublicationDate_Earliest","virus","HP3","sealpox","virus",1,1,1,"pseudocowpox and related","direct",1
"cetacean morbillivirus","phocoena phocoena","Isolation",2,"McCullough et al. 1991","cetartiodactyla","phocoenidae","phocoena","phocoena","mononegavirales","paramyxoviridae","paramyxovirinae","morbillivirus","SS","RNA","enveloped",FALSE,TRUE,15702,0,0,0,1991,"ScientificPublicationDate_Earliest","virus","HP3","cetacean morbillivirus","virus",0,0,0,NA,NA,0
"phocoena spinipinnis papillomavirus","phocoena spinipinnis","Isolation",2,"Van Bressem et al. 2007","cetartiodactyla","phocoenidae","phocoena","spinipinnis","unassigned","papillomaviridae",NA,"omikronpapillomavirus","DS","DNA","non-enveloped",FALSE,FALSE,7879,0,0,0,2007,"ScientificPublicationDate_Earliest","virus","HP3","phocoena spinipinnis papillomavirus","virus",0,0,0,NA,NA,0
"influenza a","phocoenoides dalli","Antibodies",0,"Ohishi et al. 2006","cetartiodactyla","phocoenidae","phocoenoides","dalli","unassigned","orthomyxoviridae",NA,"influenzavirus a","SS","RNA","enveloped",TRUE,TRUE,13444.6,0,1,1,2006,"ScientificPublicationDate_Earliest","virus","HP3","influenza a","virus",1,1,1,"influenza","respiratory, direct",1
"rio bravo","phyllostomus discolor","Antibodies",0,"Ubico & McClean 1995","chiroptera","phyllostomidae","phyllostomus","discolor","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10140,0,1,0,1995,"ScientificPublicationDate_Earliest","virus","HP3","rio bravo","virus",1,1,1,"viral encephalitis (st. louis-related)","vector",1
"tamana bat","phyllostomus discolor","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","discolor","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10428,0,0,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","tamana bat","virus",0,0,0,NA,NA,0
"venezuelan equine encephalitis","phyllostomus discolor","Antibodies",0,"Ubico & McClean 1995","chiroptera","phyllostomidae","phyllostomus","discolor","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1995,"ScientificPublicationDate_Earliest","virus","HP3","venezuelan equine encephalitis","virus",1,1,1,"venezuelan equine encephalitis","vector",1
"bimiti","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12102,0,0,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","bimiti","virus",0,0,0,NA,NA,0
"catu","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12024,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","catu","virus",1,1,1,"bunyaviridae infections misc.","vector",1
"cocal","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","mononegavirales","rhabdoviridae",NA,"vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11003,0,0,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","cocal","virus",0,0,0,NA,NA,0
"dengue","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10692,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","dengue","virus",1,1,1,"dengue","vector, direct",1
"eastern equine encephalitis","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11675,0,1,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","eastern equine encephalitis","virus",1,1,1,"eastern equine encephalitis","vector",1
"guama","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12375,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","guama","virus",1,1,1,"bunyaviridae infections misc.","vector",1
"ilheus","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10755,0,1,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","ilheus","virus",1,1,1,"ilheus","vector",1
"marituba","phyllostomus hastatus","Isolation",2,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12029.5,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","marituba","virus",1,1,1,"group c viral fevers","vector",1
"mucambo","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11500,0,0,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","mucambo","virus",0,0,0,NA,NA,0
"rabies","phyllostomus hastatus","Isolation",2,"De Yosti et al. 1970","chiroptera","phyllostomidae","phyllostomus","hastatus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,1970,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"st. louis encephalitis","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10940,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","st. louis encephalitis","virus",1,1,1,"st. louis encephalitis","vector",1
"tacaribe","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","arenaviridae",NA,"arenavirus","SS","RNA","enveloped",TRUE,TRUE,10534,0,1,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","tacaribe","virus",0,1,1,"new world arenaviral haemorrhagic fever","direct, environment, respiratory",1
"yellow fever","phyllostomus hastatus","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","phyllostomus","hastatus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10862,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","yellow fever","virus",1,1,1,"yellow fever","vector, fluids",1
"andes","phyllotis darwini","Antibodies",0,"Padula et al. 2004","rodentia","cricetidae","phyllotis","darwini","unassigned","bunyaviridae",NA,"hantavirus","SS","RNA","enveloped",TRUE,TRUE,10233,0,1,1,2004,"ScientificPublicationDate_Earliest","virus","HP3","andes","virus",1,1,1,"hantavirus pulmonary syndrome","direct, environmental, respiratory",1
"vesicular exanthema of swine","physeter macrocephalus","Antibodies",0,"Smith et al. 1978","cetartiodactyla","physeteridae","physeter","macrocephalus","unassigned","caliciviridae",NA,"vesivirus","SS","RNA","non-enveloped",FALSE,TRUE,8284,0,0,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","vesicular exanthema of swine","virus",0,0,0,NA,NA,0
"japanese encephalitis","pipistrellus abramus","Antibodies",0,"Miura et al. 1970","chiroptera","vespertilionidae","pipistrellus","abramus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10976,0,1,0,1970,"ScientificPublicationDate_Earliest","virus","HP3","japanese encephalitis","virus",1,1,1,"japanese encephalitis","vector",1
"influenza a","pipistrellus ceylonicus","Antibodies",0,"Kelkar et al. 1981","chiroptera","vespertilionidae","pipistrellus","ceylonicus","unassigned","orthomyxoviridae",NA,"influenzavirus a","SS","RNA","enveloped",TRUE,TRUE,13444.6,0,1,1,1981,"ScientificPublicationDate_Earliest","virus","HP3","influenza a","virus",1,1,1,"influenza","respiratory, direct",1
"rabies","pipistrellus hesperus","PCR",2,"Blanton et al. 2008","chiroptera","vespertilionidae","pipistrellus","hesperus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"sandfly fever naples","pipistrellus kuhlii","Isolation",2,"Calisher et al. 2006","chiroptera","vespertilionidae","pipistrellus","kuhlii","unassigned","bunyaviridae",NA,"phlebovirus","SS","RNA","enveloped",TRUE,TRUE,12488,0,1,1,2006,"ScientificPublicationDate_Earliest","virus","HP3","sandfly fever naples","virus",1,1,1,"old world phlebovirus infection","vector",1
"european bat lyssavirus 1","pipistrellus nathusii","Isolation",2,"Muller et al. 2007; Kuzmin & Rupprecht 1999","chiroptera","vespertilionidae","pipistrellus","nathusii","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11966,0,1,1,1999,"ScientificPublicationDate_Earliest","virus","HP3","european bat lyssavirus 1","virus",1,1,1,"rabies","direct, bite",1
"entebbe bat","pipistrellus pipistrellus","Isolation",2,"Gonzalez et al. 2008; Lvov et al. 1973","chiroptera","vespertilionidae","pipistrellus","pipistrellus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10510,0,0,0,1973,"ScientificPublicationDate_Earliest","virus","HP3","entebbe bat","virus",0,0,0,NA,NA,0
"european bat lyssavirus 1","pipistrellus pipistrellus","Isolation",2,"Muller et al. 2007","chiroptera","vespertilionidae","pipistrellus","pipistrellus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11966,0,1,1,2007,"ScientificPublicationDate_Earliest","virus","HP3","european bat lyssavirus 1","virus",1,1,1,"rabies","direct, bite",1
"issyk-kul","pipistrellus pipistrellus","Isolation",2,"Kostyukov 1976","chiroptera","vespertilionidae","pipistrellus","pipistrellus","unassigned","bunyaviridae",NA,"unassigned","SS","RNA","enveloped",TRUE,TRUE,19642,0,0,0,1976,"ScientificPublicationDate_Earliest","virus","HP3","issyk-kul","virus",0,0,0,NA,NA,0
"rabies","pipistrellus subflavus","PCR",2,"Blanton et al. 2008","chiroptera","vespertilionidae","pipistrellus","subflavus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"measles","pithecia monachus","Isolation",2,"Fowler & Miller. 2003","primates","pitheciidae","pithecia","monachus","mononegavirales","paramyxoviridae","paramyxovirinae","morbillivirus","SS","RNA","enveloped",FALSE,TRUE,15894,1,1,1,2003,"ScientificPublicationDate_Earliest","virus","HP3","measles","virus",1,1,1,"measles","respiratory",1
"mayaro","pithecia pithecia","Antibodies",0,"de Thoisy et al. 2003","primates","pitheciidae","pithecia","pithecia","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11411,0,1,0,2003,"ScientificPublicationDate_Earliest","virus","HP3","mayaro","virus",1,1,1,"mayaro","vector",1
"eastern equine encephalitis","platyrrhinus helleri","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","platyrrhinus","helleri","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11675,0,1,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","eastern equine encephalitis","virus",1,1,1,"eastern equine encephalitis","vector",1
"ilheus","platyrrhinus helleri","Antibodies",0,"Price et al. 1978","chiroptera","phyllostomidae","platyrrhinus","helleri","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10755,0,1,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","ilheus","virus",1,1,1,"ilheus","vector",1
"tacaribe","platyrrhinus helleri","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","platyrrhinus","helleri","unassigned","arenaviridae",NA,"arenavirus","SS","RNA","enveloped",TRUE,TRUE,10534,0,1,0,1978,"ScientificPublicationDate_Earliest","virus","HP3","tacaribe","virus",0,1,1,"new world arenaviral haemorrhagic fever","direct, environment, respiratory",1
"yellow fever","platyrrhinus helleri","Antibodies",0,"Price 1978","chiroptera","phyllostomidae","platyrrhinus","helleri","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10862,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","yellow fever","virus",1,1,1,"yellow fever","vector, fluids",1
"rabies","platyrrhinus lineatus","Isolation",2,"[414]","chiroptera","phyllostomidae","platyrrhinus","lineatus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,NA,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"european bat lyssavirus 1","plecotus auritus","Isolation",2,"Muller et al. 2004","chiroptera","vespertilionidae","plecotus","auritus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11966,0,1,1,2004,"ScientificPublicationDate_Earliest","virus","HP3","european bat lyssavirus 1","virus",1,1,1,"rabies","direct, bite",1
"japanese encephalitis","plecotus auritus","Antibodies",0,"Miura et al. 1970","chiroptera","vespertilionidae","plecotus","auritus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10976,0,1,0,1970,"ScientificPublicationDate_Earliest","virus","HP3","japanese encephalitis","virus",1,1,1,"japanese encephalitis","vector",1
"hepatitis b","pongo abelii","Antibodies",0,"Sa-Nguanmoo et al. 2009","primates","hominidae","pongo","abelii","unassigned","hepadnaviridae",NA,"orthohepadnavirus","DS","DNA","enveloped",FALSE,FALSE,3215,0,1,1,2009,"ScientificPublicationDate_Earliest","virus","HP3","hepatitis b","virus",1,1,1,"hepatitis b","direct, sexual, blood",1
"simian foamy","pongo abelii","PCR",2,"Hussain et al. 2003","primates","hominidae","pongo","abelii","unassigned","retroviridae","spumaretrovirinae","spumavirus","SS","RNA","enveloped",FALSE,FALSE,13246,0,1,1,2003,"ScientificPublicationDate_Earliest","virus","HP3","simian foamy","virus",0,0,0,NA,NA,1
"dengue","pongo pygmaeus","Antibodies",0,"Kilbourne et al. 2003","primates","hominidae","pongo","pygmaeus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10692,0,1,1,2003,"ScientificPublicationDate_Earliest","virus","HP3","dengue","virus",1,1,1,"dengue","vector, direct",1
"hepatitis a","pongo pygmaeus","Antibodies",0,"Sa-Nguanmoo et al. 2010","primates","hominidae","pongo","pygmaeus","picornavirales","picornaviridae",NA,"hepatovirus","SS","RNA","non-enveloped",FALSE,TRUE,7478,0,1,1,2010,"ScientificPublicationDate_Earliest","virus","HP3","hepatitis a","virus",1,1,1,"hepatitis a","food, water, fecal-oral",1
"hepatitis b","pongo pygmaeus","Antibodies",0,"Sa-Nguanmoo et al. 2009","primates","hominidae","pongo","pygmaeus","unassigned","hepadnaviridae",NA,"orthohepadnavirus","DS","DNA","enveloped",FALSE,FALSE,3215,0,1,1,2009,"ScientificPublicationDate_Earliest","virus","HP3","hepatitis b","virus",1,1,1,"hepatitis b","direct, sexual, blood",1
"human herpesvirus 1","pongo pygmaeus","Antibodies",0,"Fowler & Miller. 2003","primates","hominidae","pongo","pygmaeus","herpesvirales","herpesviridae","alphaherpesvirinae","simplexvirus","DS","DNA","enveloped",FALSE,FALSE,152261,0,1,1,2003,"ScientificPublicationDate_Earliest","virus","HP3","human herpesvirus 1","virus",1,0,1,"herpes simplex encephalitis, herpes simplex","direct, sexual",1
"human herpesvirus 4","pongo pygmaeus","Antibodies",0,"Kilbourne et al. 2003","primates","hominidae","pongo","pygmaeus","herpesvirales","herpesviridae","gammaherpesvirinae","lymphocryptovirus","DS","DNA","enveloped",FALSE,FALSE,172764,1,1,1,2003,"ScientificPublicationDate_Earliest","virus","HP3","human herpesvirus 4","virus",1,0,1,"infectious mononucleosis","blood, respiratory",1
"human picobirnavirus","pongo pygmaeus","PAGE",0,"Masachessi et al. 2007","primates","hominidae","pongo","pygmaeus","unassigned","picobirnaviridae",NA,"picobirnavirus","DS","RNA","non-enveloped",TRUE,TRUE,4270,0,1,1,2007,"ScientificPublicationDate_Earliest","virus","HP3","human picobirnavirus","virus",1,0,1,"viral gastoenteritis","food, water",1
