Pathogen_Original,Type,Synonym,InAssoc,Pathogen_Harmonised,Pathogen_Harm2
staphylococcus hyicus,Bacteria,staphylococcus hyicus subsp. hyicus; staphylococcus hyicus hyicus; micrococcus hyicus,TRUE,staphylococcus hyicus,staphylococcus hyicus
staphylococcus intermedius,Bacteria,,TRUE,staphylococcus intermedius,staphylococcus intermedius
staphylococcus lentus,Bacteria,,TRUE,staphylococcus lentus,staphylococcus lentus
staphylococcus lugdunensis,Bacteria,,TRUE,staphylococcus lugdunensis,staphylococcus lugdunensis
staphylococcus pasteuri,Bacteria,,TRUE,staphylococcus pasteuri,staphylococcus pasteuri
staphylococcus pettenkoferi,Bacteria,,TRUE,staphylococcus pettenkoferi,staphylococcus pettenkoferi
staphylococcus pseudintermedius,Bacteria,,TRUE,staphylococcus pseudintermedius,staphylococcus pseudintermedius
staphylococcus saccharolyticus,Bacteria,peptococcus saccharolyticus; micrococcus saccharolyticus,FALSE,staphylococcus saccharolyticus,staphylococcus saccharolyticus
staphylococcus saprophyticus,Bacteria,,TRUE,staphylococcus saprophyticus,staphylococcus saprophyticus
staphylococcus schleiferi,Bacteria,,TRUE,staphylococcus schleiferi,staphylococcus schleiferi
staphylococcus sciuri,Bacteria,,TRUE,staphylococcus sciuri,staphylococcus sciuri
staphylococcus simulans,Bacteria,,TRUE,staphylococcus simulans,staphylococcus simulans
staphylococcus warneri,Bacteria,,TRUE,staphylococcus warneri,staphylococcus warneri
staphylococcus xylosus,Bacteria,,TRUE,staphylococcus xylosus,staphylococcus xylosus
stenotrophomonas maltophilia,Bacteria,"xanthomonas maltophilia; stenotrophomonas africana; pseudomonas maltophilia, etc.",TRUE,stenotrophomonas maltophilia,stenotrophomonas maltophilia
streptobacillus felis,Bacteria,,FALSE,streptobacillus felis,streptobacillus felis
streptobacillus hongkongensis,Bacteria,,FALSE,streptobacillus hongkongensis,streptobacillus hongkongensis
streptobacillus moniliformis,Bacteria,"streptothrix muris ratti; proactinomyces muris; nocardia muris, etc.",TRUE,streptobacillus moniliformis,streptobacillus moniliformis
streptococcus acidominimus,Bacteria,,TRUE,streptococcus acidominimus,streptococcus acidominimus
streptococcus agalactiae,Bacteria,"streptococcus mastitidis; streptococcus difficilis; streptococcus difficile, etc.",TRUE,streptococcus agalactiae,streptococcus agalactiae
streptococcus alactolyticus,Bacteria,streptococcus intestinalis,TRUE,streptococcus alactolyticus,streptococcus alactolyticus
streptococcus anginosus,Bacteria,,TRUE,streptococcus anginosus,streptococcus anginosus
streptococcus australis,Bacteria,,TRUE,streptococcus australis,streptococcus australis
streptococcus canis,Bacteria,streptococcus canis (group g),TRUE,streptococcus canis,streptococcus canis
streptococcus constellatus,Bacteria,,TRUE,streptococcus constellatus,streptococcus constellatus
streptococcus cristatus,Bacteria,streptococcus oligofermentans; streptococcus crista,TRUE,streptococcus cristatus,streptococcus cristatus
streptococcus didelphis,Bacteria,,TRUE,streptococcus didelphis,streptococcus didelphis
streptococcus dysgalactiae,Bacteria,streptococcus pseudogalactiae,TRUE,streptococcus dysgalactiae,streptococcus dysgalactiae
streptococcus equi,Bacteria,,TRUE,streptococcus equi,streptococcus equi
streptococcus equinus,Bacteria,streptococcus bovis,TRUE,streptococcus equinus,streptococcus equinus
streptococcus gallinaceus,Bacteria,,FALSE,streptococcus gallinaceus,streptococcus gallinaceus
streptococcus gallolyticus,Bacteria,streptococcus caprinus,TRUE,streptococcus gallolyticus,streptococcus gallolyticus
streptococcus gordonii,Bacteria,,TRUE,streptococcus gordonii,streptococcus gordonii
streptococcus halichoeri,Bacteria,,FALSE,streptococcus halichoeri,streptococcus halichoeri
streptococcus ictaluri,Bacteria,,TRUE,streptococcus ictaluri,streptococcus ictaluri
streptococcus infantarius,Bacteria,,FALSE,streptococcus infantarius,streptococcus infantarius
streptococcus iniae,Bacteria,streptococcus shiloi,TRUE,streptococcus iniae,streptococcus iniae
streptococcus intermedius,Bacteria,,TRUE,streptococcus intermedius,streptococcus intermedius
streptococcus lactarius,Bacteria,,FALSE,streptococcus lactarius,streptococcus lactarius
streptococcus merionis,Bacteria,,TRUE,streptococcus merionis,streptococcus merionis
streptococcus minor,Bacteria,,TRUE,streptococcus minor,streptococcus minor
streptococcus mitis,Bacteria,,TRUE,streptococcus mitis,streptococcus mitis
streptococcus mutans,Bacteria,staphylococcus mutans,TRUE,streptococcus mutans,streptococcus mutans
streptococcus oralis,Bacteria,,TRUE,streptococcus oralis,streptococcus oralis
streptococcus parasanguinis,Bacteria,,TRUE,streptococcus parasanguinis,streptococcus parasanguinis
streptococcus parauberis,Bacteria,streptococcus uberis type (genotype) ii,TRUE,streptococcus parauberis,streptococcus parauberis
streptococcus pasteurianus,Bacteria,streptococcus gallolyticus subsp. pasteurianus; streptococcus bovis biotype ii.5,TRUE,streptococcus pasteurianus,streptococcus pasteurianus
streptococcus pasteurianus,Bacteria,streptococcus gallolyticus subsp. pasteurianus; streptococcus bovis biotype ii.3,TRUE,streptococcus pasteurianus,streptococcus pasteurianus
streptococcus pasteurianus,Bacteria,streptococcus gallolyticus subsp. pasteurianus; streptococcus bovis biotype ii.2,TRUE,streptococcus pasteurianus,streptococcus pasteurianus
streptococcus pasteurianus,Bacteria,streptococcus gallolyticus subsp. pasteurianus; streptococcus bovis biotype ii.4,TRUE,streptococcus pasteurianus,streptococcus pasteurianus
streptococcus phocae,Bacteria,,TRUE,streptococcus phocae,streptococcus phocae
streptococcus pluranimalium,Bacteria,,TRUE,streptococcus pluranimalium,streptococcus pluranimalium
streptococcus pneumoniae,Bacteria,micrococcus pneumoniae; diplococcus pneumoniae,TRUE,streptococcus pneumoniae,streptococcus pneumoniae
streptococcus porcinus,Bacteria,,FALSE,streptococcus porcinus,streptococcus porcinus
streptococcus pseudopneumoniae,Bacteria,,TRUE,streptococcus pseudopneumoniae,streptococcus pseudopneumoniae
streptococcus pseudoporcinus,Bacteria,,FALSE,streptococcus pseudoporcinus,streptococcus pseudoporcinus
streptococcus pyogenes,Bacteria,"streptococcus scarlatinae; streptococcus hemolyticus; streptococcus erysipelatos, etc.",TRUE,streptococcus pyogenes,streptococcus pyogenes
streptococcus salivarius,Bacteria,,TRUE,streptococcus salivarius,streptococcus salivarius
streptococcus sanguinis,Bacteria,,TRUE,streptococcus sanguinis,streptococcus sanguinis
streptococcus sinensis,Bacteria,,TRUE,streptococcus sinensis,streptococcus sinensis
streptococcus sobrinus,Bacteria,,TRUE,streptococcus sobrinus,streptococcus sobrinus
streptococcus suis,Bacteria,,TRUE,streptococcus suis,streptococcus suis
streptococcus uberis,Bacteria,,TRUE,streptococcus uberis,streptococcus uberis
streptococcus vestibularis,Bacteria,,TRUE,streptococcus vestibularis,streptococcus vestibularis
streptomyces albus,Bacteria,streptotrix alba; streptomyces griseus subsp. solvifaciens; streptomyces griseus solvifaciens,FALSE,streptomyces albus,streptomyces albus
streptomyces bikiniensis,Bacteria,actinomyces bikiniensis,FALSE,streptomyces bikiniensis,streptomyces bikiniensis
streptomyces cacaoi,Bacteria,actinomyces cacaoi,FALSE,streptomyces cacaoi,streptomyces cacaoi
streptomyces griseus,Bacteria,streptomyces setonii; streptomyces cavourensis subsp. washingtonensis; actinomyces setonii,FALSE,streptomyces griseus,streptomyces griseus
streptomyces lanatus,Bacteria,,FALSE,streptomyces lanatus,streptomyces lanatus
streptomyces somaliensis,Bacteria,indiella somaliensis,TRUE,streptomyces somaliensis,streptomyces somaliensis
streptomyces thermovulgaris,Bacteria,streptomyces thermonitrificans,FALSE,streptomyces thermovulgaris,streptomyces thermovulgaris
sutterella wadsworthensis,Bacteria,,TRUE,sutterella wadsworthensis,sutterella wadsworthensis
suttonella indologenes,Bacteria,,FALSE,suttonella indologenes,suttonella indologenes
suttonella ornithocola,Bacteria,,FALSE,suttonella ornithocola,suttonella ornithocola
tannerella forsythia,Bacteria,tannerella forsythensis; bacteroides forsythus,TRUE,tannerella forsythia,tannerella forsythia
tatlockia micdadei,Bacteria,legionella pittsburghensis; legionella micdadei,TRUE,tatlockia micdadei,tatlockia micdadei
tatumella ptyseos,Bacteria,,TRUE,tatumella ptyseos,tatumella ptyseos
taylorella equigenitalis,Bacteria,haemophilus equigenitalis,TRUE,taylorella equigenitalis,taylorella equigenitalis
tenacibaculum dicentrarchi,Bacteria,,FALSE,tenacibaculum dicentrarchi,tenacibaculum dicentrarchi
tenacibaculum maritimum,Bacteria,flexibacter maritimus; cytophaga marina,FALSE,tenacibaculum maritimum,tenacibaculum maritimum
tenacibaculum soleae,Bacteria,,TRUE,tenacibaculum soleae,tenacibaculum soleae
terrisporobacter glycolicus,Bacteria,clostridium glycolicum,FALSE,terrisporobacter glycolicus,terrisporobacter glycolicus
tissierella carlieri,Bacteria,,FALSE,tissierella carlieri,tissierella carlieri
tissierella praeacuta,Bacteria,"zuberella praeacuta; fusobacterium praeacutum; coccobacillus praeacutus, etc. ",FALSE,tissierella praeacuta,tissierella praeacuta
treponema amylovorum,Bacteria,,TRUE,treponema amylovorum,treponema amylovorum
treponema brennaborense,Bacteria,,TRUE,treponema brennaborense,treponema brennaborense
treponema denticola,Bacteria,"treponema orthodontum; treponema microdentium; treponema dentium, etc.",TRUE,treponema denticola,treponema denticola
treponema lecithinolyticum,Bacteria,,TRUE,treponema lecithinolyticum,treponema lecithinolyticum
treponema maltophilum,Bacteria,,TRUE,treponema maltophilum,treponema maltophilum
treponema medium,Bacteria,,TRUE,treponema medium,treponema medium
treponema pallidum,Bacteria,"spironema pallidum; spirochaeta pallida; microspironema pallidum, etc.",TRUE,treponema pallidum,treponema pallidum
treponema paraluiscuniculi,Bacteria,"treponema paraluis-cuniculi; treponema pallidum var. cuniculi; treponema cuniculi, etc.",FALSE,treponema paraluiscuniculi,treponema paraluiscuniculi
treponema parvum,Bacteria,,FALSE,treponema parvum,treponema parvum
treponema pectinovorum,Bacteria,,FALSE,treponema pectinovorum,treponema pectinovorum
treponema pedis,Bacteria,,FALSE,treponema pedis,treponema pedis
treponema putidum,Bacteria,,TRUE,treponema putidum,treponema putidum
treponema socranskii,Bacteria,,TRUE,treponema socranskii,treponema socranskii
tropheryma whipplei,Bacteria,whipple's disease-associated bacterium; whipple's bacillus; tropheryma whippelii,TRUE,tropheryma whipplei,tropheryma whipplei
trueperella abortisuis,Bacteria,arcanobacterium abortisuis,FALSE,trueperella abortisuis,trueperella abortisuis
trueperella bernardiae,Bacteria,cdc coryneform group 2; arcanobacterium bernardiae; actinomyces bernardiae,FALSE,trueperella bernardiae,trueperella bernardiae
trueperella pyogenes,Bacteria,"corynebacterium pyogenes; bacillus pyogenes; arcanobacterium pyogenes, etc.",FALSE,trueperella pyogenes,trueperella pyogenes
tsukamurella hongkongensis,Bacteria,,FALSE,tsukamurella hongkongensis,tsukamurella hongkongensis
tsukamurella inchonensis,Bacteria,,FALSE,tsukamurella inchonensis,tsukamurella inchonensis
tsukamurella paurometabola,Bacteria,"tsukamurella paurometabolum; rhodococcus aurantiacus; gordona aurantiaca, etc.",FALSE,tsukamurella paurometabola,tsukamurella paurometabola
tsukamurella pulmonis,Bacteria,tsukamurella spongiae,FALSE,tsukamurella pulmonis,tsukamurella pulmonis
tsukamurella sinensis,Bacteria,,FALSE,tsukamurella sinensis,tsukamurella sinensis
tsukamurella tyrosinosolvens,Bacteria,tsukamurella carboxydivorans,TRUE,tsukamurella tyrosinosolvens,tsukamurella tyrosinosolvens
turicella otitidis,Bacteria,corynebacterium otitidis; cdc coryneform group anf-1 like,FALSE,turicella otitidis,turicella otitidis
ureaplasma diversum,Bacteria,,TRUE,ureaplasma diversum,ureaplasma diversum
ureaplasma urealyticum,Bacteria,ureaplasma urealyticum biovar 2,TRUE,ureaplasma urealyticum,ureaplasma urealyticum
uruburuella suis,Bacteria,,FALSE,uruburuella suis,uruburuella suis
vagococcus fluvialis,Bacteria,,TRUE,vagococcus fluvialis,vagococcus fluvialis
vagococcus salmoninarum,Bacteria,,FALSE,vagococcus salmoninarum,vagococcus salmoninarum
varibaculum cambriense,Bacteria,,TRUE,varibaculum cambriense,varibaculum cambriense
veillonella atypica,Bacteria,veillonella parvula subsp. atypica,TRUE,veillonella atypica,veillonella atypica
veillonella denticariosi,Bacteria,,FALSE,veillonella denticariosi,veillonella denticariosi
veillonella dispar,Bacteria,veillonella alcalescens subsp. dispar,TRUE,veillonella dispar,veillonella dispar
veillonella montpellierensis,Bacteria,,FALSE,veillonella montpellierensis,veillonella montpellierensis
veillonella parvula,Bacteria,"veillonella parvula; veillonella alcalescens; staphylococcus parvulus, etc.",TRUE,veillonella parvula,veillonella parvula
veillonella rogosae,Bacteria,,FALSE,veillonella rogosae,veillonella rogosae
vibrio alginolyticus,Bacteria,pseudomonas creosotensis; oceanomonas alginolytica; beneckea alginolytica,TRUE,vibrio alginolyticus,vibrio alginolyticus
vibrio anguillarum,Bacteria,"listonella anguillarum; vibrio piscium var. japonicus; vibrio ichthyodermis, etc.",FALSE,vibrio anguillarum,vibrio anguillarum
vibrio cholerae,Bacteria,"vibrio comma; vibrio cholerae-asiaticae; spirillum cholerae, etc.",TRUE,vibrio cholerae,vibrio cholerae
vibrio cincinnatiensis,Bacteria,,TRUE,vibrio cincinnatiensis,vibrio cincinnatiensis
vibrio fluvialis,Bacteria,,TRUE,vibrio fluvialis,vibrio fluvialis
vibrio furnissii,Bacteria,,TRUE,vibrio furnissii,vibrio furnissii
vibrio harveyi,Bacteria,"vibrio trachuri; vibrio sp. pg 001; vibrio carchariae, etc.",TRUE,vibrio harveyi,vibrio harveyi
vibrio ichthyoenteri,Bacteria,vibrio sp. infl,TRUE,vibrio ichthyoenteri,vibrio ichthyoenteri
vibrio metschnikovii,Bacteria,,FALSE,vibrio metschnikovii,vibrio metschnikovii
vibrio mimicus,Bacteria,,TRUE,vibrio mimicus,vibrio mimicus
vibrio ordalii,Bacteria,listonella ordalii,TRUE,vibrio ordalii,vibrio ordalii
vibrio parahaemolyticus,Bacteria,pasteurella parahaemolytica; oceanomonas parahaemolytica; beneckea parahaemolytica,TRUE,vibrio parahaemolyticus,vibrio parahaemolyticus
vibrio pelagius,Bacteria,listonella pelagia; beneckea pelagia,FALSE,vibrio pelagius,vibrio pelagius
vibrio ponticus,Bacteria,,TRUE,vibrio ponticus,vibrio ponticus
vibrio scophthalmi,Bacteria,,TRUE,vibrio scophthalmi,vibrio scophthalmi
vibrio vulnificus,Bacteria,beneckea vulnifica,TRUE,vibrio vulnificus,vibrio vulnificus
volucribacter amazonae,Bacteria,,TRUE,volucribacter amazonae,volucribacter amazonae
volucribacter psittacicida,Bacteria,,TRUE,volucribacter psittacicida,volucribacter psittacicida
waddlia chondrophila,Bacteria,,FALSE,waddlia chondrophila,waddlia chondrophila
weeksella virosa,Bacteria,,TRUE,weeksella virosa,weeksella virosa
weissella ceti,Bacteria,,FALSE,weissella ceti,weissella ceti
weissella confusa,Bacteria,lactobacillus coprophilus subsp. confusus; lactobacillus confusus; lactobacillus confusa,TRUE,weissella confusa,weissella confusa
williamsia muralis,Bacteria,,FALSE,williamsia muralis,williamsia muralis
wohlfahrtiimonas chitiniclastica,Bacteria,,FALSE,wohlfahrtiimonas chitiniclastica,wohlfahrtiimonas chitiniclastica
wolinella succinogenes,Bacteria,vibrio succinogenes,TRUE,wolinella succinogenes,wolinella succinogenes
xenophilus aerolatus,Bacteria,,FALSE,xenophilus aerolatus,xenophilus aerolatus
yersinia bercovieri,Bacteria,yersinia enterocolitica biogroup 3b,FALSE,yersinia bercovieri,yersinia bercovieri
yersinia enterocolitica,Bacteria,bacterium enterocoliticum,TRUE,yersinia enterocolitica,yersinia enterocolitica
yersinia frederiksenii,Bacteria,,TRUE,yersinia frederiksenii,yersinia frederiksenii
yersinia intermedia,Bacteria,,TRUE,yersinia intermedia,yersinia intermedia
yersinia kristensenii,Bacteria,,TRUE,yersinia kristensenii,yersinia kristensenii
yersinia mollaretii,Bacteria,yersinia enterocolitica biogroup 3a,TRUE,yersinia mollaretii,yersinia mollaretii
yersinia pestis,Bacteria,"yersinia pseudotuberculosis subsp. pestis; pestisella pestis; pasteurella pestis, etc.",TRUE,yersinia pestis,yersinia pestis
yersinia pseudotuberculosis,Bacteria,"shigella pseudotuberculosis; pasteurella pseudotuberculosis; pasteurella lymphangitidis, etc.",TRUE,yersinia pseudotuberculosis,yersinia pseudotuberculosis
yersinia rohdei,Bacteria,,TRUE,yersinia rohdei,yersinia rohdei
yersinia ruckeri,Bacteria,,TRUE,yersinia ruckeri,yersinia ruckeri
yokenella regensburgei,Bacteria,koserella trabulsii; enteric group 45,TRUE,yokenella regensburgei,yokenella regensburgei
acara orthobunyavirus,Virus,,FALSE,acara,acara orthobunyavirus
acipenserid herpesvirus 2,Virus,,TRUE,acipenserid herpesvirus 2,acipenserid herpesvirus 2
adelaide river ephemerovirus,Virus,,FALSE,adelaide river,adelaide river virus
adeno-associated dependoparvovirus a,Virus,,FALSE,adeno-associated virus-1,adeno-associated virus-1
adeno-associated dependoparvovirus b,Virus,,FALSE,adeno-associated virus-2,adeno-associated virus-2
african green monkey simian foamy,Virus,,TRUE,african green monkey simian foamy,african green monkey simian foamy virus
african horse sickness,Virus,african horsesickness virus; african horse sickness group; african horse sickness virus ahsv,TRUE,african horse sickness,african horse sickness virus
african swine fever,Virus,"african swine fever virus, asfv; african swine fever virus asf; african swine fever virus asfv",TRUE,african swine fever,african swine fever virus
aichivirus a,Virus,,FALSE,aichi,aichi virus
aichivirus b,Virus,,FALSE,aichivirus b,aichivirus b
aichivirus c,Virus,,FALSE,aichivirus c,aichivirus c
akabane orthobunyavirus,Virus,,FALSE,akabane,akabane virus
alagoas vesiculovirus,Virus,vesicular stomatitis virus; vesicular stomatitis virus vsv,FALSE,vesicular stomatitis alagoas,vesicular stomatitis alagoas virus
alcelaphine gammaherpesvirus 1,Virus,"aihv-1; malignant catarrhal fever virus; bovine herpesvirus 3, etc.",FALSE,bovine herpesvirus 3,bovine herpesvirus 3
